state,serff_tracking_number,company_name,sub_type_of_insurance,effective_date,source,external_validation,match_strength,validation_tier
CO,TRVD-G134585304,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,08/17/2025,original,pipeline_extracted,,pipeline_only
CO,TRVD-G134688466,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,11/16/2025,original,pipeline_extracted,,pipeline_only
OR,ALSE-133936057,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),01/08/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-133989722,Allstate Vehicle and Property Insurance Company,04.0003 Owner Occupied Homeowners,02/26/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-134119342,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),09/06/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-134145619,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),08/19/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-134230450,Allstate Insurance Company,19.0001 Private Passenger Auto (PPA),11/11/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-134230450,Allstate Property and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),11/11/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-134230450,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),11/11/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-134232468,Allstate Indemnity Company,04.0002 Mobile Homeowners,10/14/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-134232948,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),09/16/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-134232985,Allstate Insurance Company,04.0001 Condominium Homeowners,10/14/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-134298911,Allstate Property and Casualty Insurance Company,04.0003 Owner Occupied Homeowners,12/02/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-134298948,Allstate Insurance Company,04.0003 Owner Occupied Homeowners,12/02/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-134301863,Allstate Indemnity Company,04.0003 Owner Occupied Homeowners,12/02/2024,extension,pipeline_extracted,,pipeline_only
OR,ALSE-134399337,Allstate Vehicle and Property Insurance Company,04.0003 Owner Occupied Homeowners,03/03/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,ALSE-134450781,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),03/18/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,ALSE-134490765,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),06/23/2025,original,ambest_cross_checked,direct,ambest_validated
OR,ALSE-134566002,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),06/30/2025,original,ambest_cross_checked,direct,ambest_validated
OR,ALSE-134570882,Allstate Insurance Company,19.0004 Other,07/21/2025,original,ambest_cross_checked,direct,ambest_validated
OR,ALSE-134580010,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),07/14/2025,original,ambest_cross_checked,direct,ambest_validated
OR,ALSE-134650509,Allstate Insurance Company,19.0001 Private Passenger Auto (PPA),11/03/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,ALSE-134650509,Allstate Property and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),11/03/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,ALSE-134650509,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),11/03/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,ALSE-134653139,Allstate Insurance Company,04.0001 Condominium Homeowners,10/20/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,ALSE-134662416,Allstate Property and Casualty Insurance Company,19.0000 Personal Auto Combinations,10/20/2025,original,ambest_cross_checked,direct,ambest_validated
OR,ALSE-134829446,Allstate North American Insurance Company,04.0004 Tenant Homeowners,03/26/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,ALSE-134886800,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),04/14/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,GMMX-134183181,Encompass Insurance Company,19.0001 Private Passenger Auto (PPA),08/12/2024,extension,pipeline_extracted,,pipeline_only
OR,GMMX-134184861,Encompass Insurance Company,04.0000 Homeowners Sub-TOI Combinations,08/12/2024,extension,pipeline_extracted,,pipeline_only
OR,GMMX-134457186,Encompass Insurance Company,19.0001 Private Passenger Auto (PPA),04/14/2025,original,ambest_cross_checked,direct,ambest_validated
OR,GECC-133987585,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),03/14/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-133987585,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),03/14/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134017650,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),04/11/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134017650,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),04/11/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134048966,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),05/09/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134048966,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),05/09/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134048966,GEICO Casualty Company,19.0001 Private Passenger Auto (PPA),05/09/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134048966,GEICO General Insurance Company,19.0001 Private Passenger Auto (PPA),05/09/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134048966,GEICO Indemnity Company,19.0001 Private Passenger Auto (PPA),05/09/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134048966,Government Employees Insurance Company,19.0001 Private Passenger Auto (PPA),05/09/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134107890,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),07/15/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134226462,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),09/01/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134226462,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),09/01/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134299569,GEICO Indemnity Company,19.0003 Recreational Vehicle (RV),12/12/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134299569,GEICO Casualty Company,19.0003 Recreational Vehicle (RV),12/12/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134299569,GEICO General Insurance Company,19.0003 Recreational Vehicle (RV),12/12/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134299569,Government Employees Insurance Company,19.0003 Recreational Vehicle (RV),12/12/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134299569,GEICO Secure Insurance Company,19.0003 Recreational Vehicle (RV),12/12/2024,extension,pipeline_extracted,,pipeline_only
OR,GECC-134364417,GEICO Indemnity Company,19.0002 Motorcycle,02/06/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,LBPM-133970497,Liberty Insurance Corporation,19.0000 Personal Auto Combinations,04/09/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-133970497,Liberty Mutual Fire Insurance Company,19.0000 Personal Auto Combinations,04/09/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-133970497,The First Liberty Insurance Corporation,19.0000 Personal Auto Combinations,04/09/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-133970907,Liberty Mutual Insurance Company,19.0001 Private Passenger Auto (PPA),03/05/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-133970907,Liberty Mutual Personal Insurance Company,19.0001 Private Passenger Auto (PPA),03/05/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134039086,Liberty Mutual Fire Insurance Company,04.0000 Homeowners Sub-TOI Combinations,06/12/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134039086,The First Liberty Insurance Corporation,04.0000 Homeowners Sub-TOI Combinations,06/12/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134039476,Liberty Insurance Corporation,04.0000 Homeowners Sub-TOI Combinations,05/08/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134039476,Liberty Mutual Insurance Company,04.0000 Homeowners Sub-TOI Combinations,05/08/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134039515,Liberty Mutual Insurance Company,04.0000 Homeowners Sub-TOI Combinations,05/08/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134050034,Liberty Mutual Insurance Company,19.0001 Private Passenger Auto (PPA),04/22/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134050034,Liberty Mutual Personal Insurance Company,19.0001 Private Passenger Auto (PPA),04/22/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134058466,Liberty Mutual Fire Insurance Company,04.0000 Homeowners Sub-TOI Combinations,06/12/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134058466,The First Liberty Insurance Corporation,04.0000 Homeowners Sub-TOI Combinations,06/12/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134058536,Liberty Insurance Corporation,04.0000 Homeowners Sub-TOI Combinations,05/08/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134058536,Liberty Mutual Insurance Company,04.0000 Homeowners Sub-TOI Combinations,05/08/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134158206,Liberty Mutual Personal Insurance Company,19.0001 Private Passenger Auto (PPA),07/12/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134158432,Liberty Insurance Corporation,19.0000 Personal Auto Combinations,08/16/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134158432,Liberty Mutual Fire Insurance Company,19.0000 Personal Auto Combinations,08/16/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134158432,The First Liberty Insurance Corporation,19.0000 Personal Auto Combinations,08/16/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134206512,Liberty Mutual Insurance Company,19.0001 Private Passenger Auto (PPA),09/17/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134206512,Liberty Mutual Personal Insurance Company,19.0001 Private Passenger Auto (PPA),09/17/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134342681,Liberty Mutual Fire Insurance Company,04.0000 Homeowners Sub-TOI Combinations,02/05/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,LBPM-134342681,The First Liberty Insurance Corporation,04.0000 Homeowners Sub-TOI Combinations,02/05/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,LBPM-134342854,Liberty Mutual Insurance Company,04.0000 Homeowners Sub-TOI Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,LBPM-134578347,Liberty Mutual Insurance Company,19.0001 Private Passenger Auto (PPA),08/18/2025,original,ambest_cross_checked,direct,ambest_validated
OR,LBPM-134578347,Liberty Mutual Personal Insurance Company,19.0001 Private Passenger Auto (PPA),08/18/2025,original,ambest_cross_checked,direct,ambest_validated
OR,LBPM-134773946,Liberty Mutual Insurance Company,19.0001 Private Passenger Auto (PPA),12/25/2025,original,ambest_cross_checked,direct,ambest_validated
OR,LBPM-134773946,Liberty Mutual Personal Insurance Company,19.0001 Private Passenger Auto (PPA),12/25/2025,original,ambest_cross_checked,direct,ambest_validated
OR,GNSC-134088677,"MGA Insurance Company, Inc.",19.0001 Private Passenger Auto (PPA),05/19/2024,extension,pipeline_extracted,,pipeline_only
OR,GNSC-134314140,"MGA Insurance Company, Inc.",19.0001 Private Passenger Auto (PPA),11/18/2024,extension,pipeline_extracted,,pipeline_only
OR,GNSC-134675106,"MGA Insurance Company, Inc.",19.0001 Private Passenger Auto (PPA),09/19/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,PRGS-133879277,Artisan and Truckers Casualty Company,19.0003 Recreational Vehicle (RV),01/12/2024,extension,pipeline_extracted,,pipeline_only
OR,PRGS-133998748,Artisan and Truckers Casualty Company,19.0001 Private Passenger Auto (PPA),04/19/2024,extension,pipeline_extracted,,pipeline_only
OR,PRGS-133998748,Progressive Universal Insurance Company,19.0001 Private Passenger Auto (PPA),04/19/2024,extension,pipeline_extracted,,pipeline_only
OR,PRGS-134194104,Artisan and Truckers Casualty Company,19.0001 Private Passenger Auto (PPA),09/20/2024,extension,pipeline_extracted,,pipeline_only
OR,PRGS-134194104,Progressive Universal Insurance Company,19.0001 Private Passenger Auto (PPA),09/20/2024,extension,pipeline_extracted,,pipeline_only
OR,PRGS-134398058,Artisan and Truckers Casualty Company,19.0001 Private Passenger Auto (PPA),02/28/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,PRGS-134398058,Progressive Universal Insurance Company,19.0001 Private Passenger Auto (PPA),02/28/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,PRGS-134578217,Artisan and Truckers Casualty Company,19.0002 Motorcycle,09/19/2025,original,ambest_cross_checked,direct,ambest_validated
OR,PRGS-134578217,Progressive Universal Insurance Company,19.0002 Motorcycle,09/19/2025,original,ambest_cross_checked,direct,ambest_validated
OR,PRGS-134641954,Artisan and Truckers Casualty Company,19.0001 Private Passenger Auto (PPA),10/17/2025,original,ambest_cross_checked,direct,ambest_validated
OR,PRGS-134641954,Progressive Universal Insurance Company,19.0001 Private Passenger Auto (PPA),10/17/2025,original,ambest_cross_checked,direct,ambest_validated
OR,PRGS-134771017,Artisan and Truckers Casualty Company,19.0001 Private Passenger Auto (PPA),01/16/2026,original,ambest_cross_checked,direct,ambest_validated
OR,PRGS-134771017,Progressive Universal Insurance Company,19.0001 Private Passenger Auto (PPA),01/16/2026,original,ambest_cross_checked,direct,ambest_validated
OR,LBPM-133903081,Safeco Insurance Company of Oregon,19.0000 Personal Auto Combinations,03/15/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-133955884,Safeco Insurance Company of Illinois,19.0000 Personal Auto Combinations,01/20/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-133994900,Safeco Insurance Company of Oregon,19.0002 Motorcycle,06/21/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134045161,Safeco Insurance Company of Oregon,04.0000 Homeowners Sub-TOI Combinations,05/19/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134045161,Safeco Insurance Company of Illinois,04.0000 Homeowners Sub-TOI Combinations,05/19/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134116492,Safeco Insurance Company of Illinois,19.0000 Personal Auto Combinations,05/30/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134157767,Safeco Insurance Company of Oregon,19.0000 Personal Auto Combinations,08/31/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134247886,Safeco Insurance Company of Oregon,04.0001 Condominium Homeowners,11/18/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134247886,Safeco Insurance Company of Illinois,04.0001 Condominium Homeowners,11/18/2024,extension,pipeline_extracted,,pipeline_only
OR,LBPM-134491645,Safeco Insurance Company of Oregon,19.0002 Motorcycle,06/21/2025,original,ambest_cross_checked,direct,ambest_validated
OR,LBPM-134586842,Safeco Insurance Company of Oregon,19.0000 Personal Auto Combinations,08/31/2025,original,ambest_cross_checked,direct,ambest_validated
OR,LBPM-134586929,Safeco Insurance Company of Illinois,19.0000 Personal Auto Combinations,07/20/2025,original,ambest_cross_checked,direct,ambest_validated
OR,LBPM-134733690,Safeco Insurance Company of Illinois,19.0000 Personal Auto Combinations,01/19/2026,original,ambest_cross_checked,direct,ambest_validated
OR,LBPM-134745304,Safeco Insurance Company of Illinois,19.0000 Personal Auto Combinations,12/18/2025,original,ambest_cross_checked,direct,ambest_validated
OR,LBPM-134759261,Safeco Insurance Company of Illinois,04.0000 Homeowners Sub-TOI Combinations,12/11/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,LBPM-134826073,Safeco Insurance Company of Illinois,04.0000 Homeowners Sub-TOI Combinations,03/15/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,SFMA-133807568,State Farm Fire and Casualty Company,19.0001 Private Passenger Auto (PPA),01/01/2024,extension,pipeline_extracted,,pipeline_only
OR,SFMA-133807568,State Farm Mutual Automobile Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2024,extension,pipeline_extracted,,pipeline_only
OR,SFMA-134076665,State Farm Fire and Casualty Company,19.0002 Motorcycle,08/01/2024,extension,pipeline_extracted,,pipeline_only
OR,SFMA-134076665,State Farm Mutual Automobile Insurance Company,19.0002 Motorcycle,08/01/2024,extension,pipeline_extracted,,pipeline_only
OR,SFMA-134155991,State Farm Fire and Casualty Company,04.0002 Mobile Homeowners,09/01/2024,extension,pipeline_extracted,,pipeline_only
OR,SFMA-134232601,State Farm Fire and Casualty Company,19.0000 Personal Auto Combinations,11/11/2024,extension,pipeline_extracted,,pipeline_only
OR,SFMA-134232601,State Farm Mutual Automobile Insurance Company,19.0000 Personal Auto Combinations,11/11/2024,extension,pipeline_extracted,,pipeline_only
OR,SFMA-134280657,State Farm Fire and Casualty Company,04.0000 Homeowners Sub-TOI Combinations,12/15/2024,extension,pipeline_extracted,,pipeline_only
OR,SFMA-134294129,State Farm Fire and Casualty Company,19.0001 Private Passenger Auto (PPA),04/15/2025,original,ambest_cross_checked,direct,ambest_validated
OR,SFMA-134294129,State Farm Mutual Automobile Insurance Company,19.0001 Private Passenger Auto (PPA),04/15/2025,original,ambest_cross_checked,direct,ambest_validated
OR,SFMA-134421427,State Farm Fire and Casualty Company,04.0002 Mobile Homeowners,04/15/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
OR,SFMA-134491344,State Farm Fire and Casualty Company,19.0000 Personal Auto Combinations,06/01/2025,original,ambest_cross_checked,direct,ambest_validated
OR,SFMA-134491344,State Farm Mutual Automobile Insurance Company,19.0000 Personal Auto Combinations,06/01/2025,original,ambest_cross_checked,direct,ambest_validated
OR,SFMA-134619497,State Farm Fire and Casualty Company,19.0000 Personal Auto Combinations,10/06/2025,original,ambest_cross_checked,direct,ambest_validated
OR,SFMA-134619497,State Farm Mutual Automobile Insurance Company,19.0000 Personal Auto Combinations,10/06/2025,original,ambest_cross_checked,direct,ambest_validated
OR,SFMA-134700697,State Farm Fire and Casualty Company,19.0000 Personal Auto Combinations,12/15/2025,original,ambest_cross_checked,direct,ambest_validated
OR,SFMA-134700697,State Farm Mutual Automobile Insurance Company,19.0000 Personal Auto Combinations,12/15/2025,original,ambest_cross_checked,direct,ambest_validated
OR,TRVD-133993564,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,02/23/2024,extension,pipeline_extracted,,pipeline_only
OR,TRVD-134073481,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,04/19/2024,extension,pipeline_extracted,,pipeline_only
OR,TRVD-134171139,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,08/18/2024,extension,pipeline_extracted,,pipeline_only
OR,TRVD-G134217792,The Travelers Home and Marine Insurance Company,04.0000 Homeowners Sub-TOI Combinations,10/26/2024,extension,pipeline_extracted,,pipeline_only
OR,TRVD-G134217792,Travelers Commercial Insurance Company,04.0000 Homeowners Sub-TOI Combinations,10/26/2024,extension,pipeline_extracted,,pipeline_only
UT,ALSE-133980453,Allstate Indemnity Company,04.0003 Owner Occupied Homeowners,04/08/2024,extension,pipeline_extracted,,pipeline_only
UT,ALSE-133981187,Allstate Vehicle and Property Insurance Company,04.0003 Owner Occupied Homeowners,04/08/2024,extension,pipeline_extracted,,pipeline_only
UT,ALSE-134019595,Allstate Insurance Company,04.0003 Owner Occupied Homeowners,04/08/2024,extension,pipeline_extracted,,pipeline_only
UT,ALSE-134020765,Allstate Property and Casualty Insurance Company,04.0003 Owner Occupied Homeowners,04/08/2024,extension,pipeline_extracted,,pipeline_only
UT,ALSE-134148368,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),07/01/2024,extension,pipeline_extracted,,pipeline_only
UT,ALSE-134149542,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),06/24/2024,extension,pipeline_extracted,,pipeline_only
UT,ALSE-134182158,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),07/30/2024,extension,pipeline_extracted,,pipeline_only
UT,ALSE-134221060,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134221152,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134221244,Allstate Indemnity Company,19.0002 Motorcycle,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134221581,Allstate Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134221668,Allstate Property and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134222219,Allstate Property and Casualty Insurance Company,19.0003 Recreational Vehicle (RV),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134223835,Allstate Property and Casualty Insurance Company,19.0000 Personal Auto Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134228970,Allstate Insurance Company,19.0001 Private Passenger Auto (PPA),09/23/2024,extension,pipeline_extracted,,pipeline_only
UT,ALSE-134228970,Allstate Property and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),09/23/2024,extension,pipeline_extracted,,pipeline_only
UT,ALSE-134228970,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),09/23/2024,extension,pipeline_extracted,,pipeline_only
UT,ALSE-134353096,Allstate Indemnity Company,04.0001 Condominium Homeowners,01/13/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134412807,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),02/27/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134468969,Allstate Indemnity Company,04.0003 Owner Occupied Homeowners,04/07/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134485149,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),04/21/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134494538,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),05/05/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134507608,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),06/16/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,ALSE-134520039,Allstate Fire and Casualty Insurance Company,19.0004 Other,05/12/2025,original,ambest_cross_checked,reclassified,ambest_validated
UT,ALSE-134553327,Allstate North American Insurance Company,04.0003 Owner Occupied Homeowners,06/10/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134600254,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),08/19/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134604458,Allstate Vehicle and Property Insurance Company,04.0003 Owner Occupied Homeowners,07/21/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134652121,Allstate Insurance Company,19.0001 Private Passenger Auto (PPA),09/15/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134652121,Allstate Property and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),09/15/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134652121,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),09/15/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134740715,Allstate Property and Casualty Insurance Company,19.0002 Motorcycle,12/01/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,ALSE-134752872,Allstate North American Insurance Company,04.0004 Tenant Homeowners,02/12/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,ALSE-134771605,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),01/19/2026,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,ALSE-134808921,Allstate Indemnity Company,04.0001 Condominium Homeowners,01/26/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-133948780,GEICO Indemnity Company,19.0001 Private Passenger Auto (PPA),02/15/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-133948780,GEICO Casualty Company,19.0001 Private Passenger Auto (PPA),02/15/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-133948780,GEICO General Insurance Company,19.0001 Private Passenger Auto (PPA),02/15/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-133948780,Government Employees Insurance Company,19.0001 Private Passenger Auto (PPA),02/15/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-133948780,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),02/15/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-133948780,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),02/15/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-134019362,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),04/11/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-134019362,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),04/11/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-134037419,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),05/16/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-134037419,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),05/16/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-134123703,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),09/12/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-134182398,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),08/15/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-134182398,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),08/15/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-134224320,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),10/08/2024,extension,pipeline_extracted,,pipeline_only
UT,GECC-134263694,GEICO Indemnity Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134263694,GEICO Casualty Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134263694,GEICO General Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134263694,Government Employees Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134263694,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134263694,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134264301,GEICO Indemnity Company,19.0002 Motorcycle,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134389837,GEICO Indemnity Company,19.0002 Motorcycle,03/10/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
